file_path,emotion_code,emotion_name,intensity,valence,arousal,actor
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-01-01-02-01-05.wav,1,neutral,1,1,0,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-01-01-02-02-05.wav,1,neutral,1,1,0,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-02-01-01-01-05.wav,2,calm,1,1,0,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-02-01-01-02-05.wav,2,calm,1,1,0,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-02-01-02-01-05.wav,2,calm,1,1,0,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-02-01-02-02-05.wav,2,calm,1,1,0,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-02-02-01-01-05.wav,2,calm,2,1,0,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-02-02-01-02-05.wav,2,calm,2,1,0,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-02-02-02-01-05.wav,2,calm,2,1,0,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-02-02-02-02-05.wav,2,calm,2,1,0,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-03-01-01-01-05.wav,3,happy,1,1,1,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-03-01-01-02-05.wav,3,happy,1,1,1,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-03-01-02-01-05.wav,3,happy,1,1,1,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-03-01-02-02-05.wav,3,happy,1,1,1,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-03-02-01-01-05.wav,3,happy,2,1,1,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-03-02-01-02-05.wav,3,happy,2,1,1,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-03-02-02-01-05.wav,3,happy,2,1,1,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-03-02-02-02-05.wav,3,happy,2,1,1,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-04-01-01-01-05.wav,4,sad,1,0,0,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-04-01-01-02-05.wav,4,sad,1,0,0,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-04-01-02-01-05.wav,4,sad,1,0,0,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-04-01-02-02-05.wav,4,sad,1,0,0,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-04-02-01-01-05.wav,4,sad,2,0,0,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-04-02-01-02-05.wav,4,sad,2,0,0,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-04-02-02-01-05.wav,4,sad,2,0,0,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-04-02-02-02-05.wav,4,sad,2,0,0,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-05-01-01-01-05.wav,5,angry,1,0,1,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-05-01-01-02-05.wav,5,angry,1,0,1,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-05-01-02-01-05.wav,5,angry,1,0,1,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-05-01-02-02-05.wav,5,angry,1,0,1,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-05-02-01-01-05.wav,5,angry,2,0,1,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-05-02-01-02-05.wav,5,angry,2,0,1,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-05-02-02-01-05.wav,5,angry,2,0,1,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-05-02-02-02-05.wav,5,angry,2,0,1,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-06-01-01-01-05.wav,6,fearful,1,0,1,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-06-01-01-02-05.wav,6,fearful,1,0,1,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-06-01-02-01-05.wav,6,fearful,1,0,1,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-06-01-02-02-05.wav,6,fearful,1,0,1,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-06-02-01-01-05.wav,6,fearful,2,0,1,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-06-02-01-02-05.wav,6,fearful,2,0,1,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-06-02-02-01-05.wav,6,fearful,2,0,1,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-06-02-02-02-05.wav,6,fearful,2,0,1,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-07-01-01-01-05.wav,7,disgust,1,0,1,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-07-01-01-02-05.wav,7,disgust,1,0,1,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-07-01-02-01-05.wav,7,disgust,1,0,1,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-07-01-02-02-05.wav,7,disgust,1,0,1,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-07-02-01-01-05.wav,7,disgust,2,0,1,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-07-02-01-02-05.wav,7,disgust,2,0,1,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-07-02-02-01-05.wav,7,disgust,2,0,1,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-07-02-02-02-05.wav,7,disgust,2,0,1,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-08-01-01-01-05.wav,8,surprised,1,1,1,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-08-01-01-02-05.wav,8,surprised,1,1,1,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-08-01-02-01-05.wav,8,surprised,1,1,1,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-08-01-02-02-05.wav,8,surprised,1,1,1,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-08-02-01-01-05.wav,8,surprised,2,1,1,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-08-02-01-02-05.wav,8,surprised,2,1,1,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-08-02-02-01-05.wav,8,surprised,2,1,1,5
../data/ravdess/audio_speech_actors_01-24\Actor_05\03-01-08-02-02-02-05.wav,8,surprised,2,1,1,5
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-01-01-01-01-06.wav,1,neutral,1,1,0,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-01-01-01-02-06.wav,1,neutral,1,1,0,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-01-01-02-01-06.wav,1,neutral,1,1,0,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-01-01-02-02-06.wav,1,neutral,1,1,0,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-02-01-01-01-06.wav,2,calm,1,1,0,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-02-01-01-02-06.wav,2,calm,1,1,0,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-02-01-02-01-06.wav,2,calm,1,1,0,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-02-01-02-02-06.wav,2,calm,1,1,0,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-02-02-01-01-06.wav,2,calm,2,1,0,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-02-02-01-02-06.wav,2,calm,2,1,0,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-02-02-02-01-06.wav,2,calm,2,1,0,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-02-02-02-02-06.wav,2,calm,2,1,0,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-03-01-01-01-06.wav,3,happy,1,1,1,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-03-01-01-02-06.wav,3,happy,1,1,1,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-03-01-02-01-06.wav,3,happy,1,1,1,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-03-01-02-02-06.wav,3,happy,1,1,1,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-03-02-01-01-06.wav,3,happy,2,1,1,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-03-02-01-02-06.wav,3,happy,2,1,1,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-03-02-02-01-06.wav,3,happy,2,1,1,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-03-02-02-02-06.wav,3,happy,2,1,1,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-04-01-01-01-06.wav,4,sad,1,0,0,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-04-01-01-02-06.wav,4,sad,1,0,0,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-04-01-02-01-06.wav,4,sad,1,0,0,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-04-01-02-02-06.wav,4,sad,1,0,0,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-04-02-01-01-06.wav,4,sad,2,0,0,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-04-02-01-02-06.wav,4,sad,2,0,0,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-04-02-02-01-06.wav,4,sad,2,0,0,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-04-02-02-02-06.wav,4,sad,2,0,0,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-05-01-01-01-06.wav,5,angry,1,0,1,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-05-01-01-02-06.wav,5,angry,1,0,1,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-05-01-02-01-06.wav,5,angry,1,0,1,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-05-01-02-02-06.wav,5,angry,1,0,1,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-05-02-01-01-06.wav,5,angry,2,0,1,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-05-02-01-02-06.wav,5,angry,2,0,1,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-05-02-02-01-06.wav,5,angry,2,0,1,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-05-02-02-02-06.wav,5,angry,2,0,1,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-06-01-01-01-06.wav,6,fearful,1,0,1,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-06-01-01-02-06.wav,6,fearful,1,0,1,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-06-01-02-01-06.wav,6,fearful,1,0,1,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-06-01-02-02-06.wav,6,fearful,1,0,1,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-06-02-01-01-06.wav,6,fearful,2,0,1,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-06-02-01-02-06.wav,6,fearful,2,0,1,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-06-02-02-01-06.wav,6,fearful,2,0,1,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-06-02-02-02-06.wav,6,fearful,2,0,1,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-07-01-01-01-06.wav,7,disgust,1,0,1,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-07-01-01-02-06.wav,7,disgust,1,0,1,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-07-01-02-01-06.wav,7,disgust,1,0,1,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-07-01-02-02-06.wav,7,disgust,1,0,1,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-07-02-01-01-06.wav,7,disgust,2,0,1,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-07-02-01-02-06.wav,7,disgust,2,0,1,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-07-02-02-01-06.wav,7,disgust,2,0,1,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-07-02-02-02-06.wav,7,disgust,2,0,1,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-08-01-01-01-06.wav,8,surprised,1,1,1,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-08-01-01-02-06.wav,8,surprised,1,1,1,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-08-01-02-01-06.wav,8,surprised,1,1,1,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-08-01-02-02-06.wav,8,surprised,1,1,1,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-08-02-01-01-06.wav,8,surprised,2,1,1,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-08-02-01-02-06.wav,8,surprised,2,1,1,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-08-02-02-01-06.wav,8,surprised,2,1,1,6
../data/ravdess/audio_speech_actors_01-24\Actor_06\03-01-08-02-02-02-06.wav,8,surprised,2,1,1,6
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-01-01-01-01-07.wav,1,neutral,1,1,0,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-01-01-01-02-07.wav,1,neutral,1,1,0,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-01-01-02-01-07.wav,1,neutral,1,1,0,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-01-01-02-02-07.wav,1,neutral,1,1,0,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-02-01-01-01-07.wav,2,calm,1,1,0,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-02-01-01-02-07.wav,2,calm,1,1,0,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-02-01-02-01-07.wav,2,calm,1,1,0,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-02-01-02-02-07.wav,2,calm,1,1,0,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-02-02-01-01-07.wav,2,calm,2,1,0,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-02-02-01-02-07.wav,2,calm,2,1,0,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-02-02-02-01-07.wav,2,calm,2,1,0,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-02-02-02-02-07.wav,2,calm,2,1,0,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-03-01-01-01-07.wav,3,happy,1,1,1,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-03-01-01-02-07.wav,3,happy,1,1,1,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-03-01-02-01-07.wav,3,happy,1,1,1,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-03-01-02-02-07.wav,3,happy,1,1,1,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-03-02-01-01-07.wav,3,happy,2,1,1,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-03-02-01-02-07.wav,3,happy,2,1,1,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-03-02-02-01-07.wav,3,happy,2,1,1,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-03-02-02-02-07.wav,3,happy,2,1,1,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-04-01-01-01-07.wav,4,sad,1,0,0,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-04-01-01-02-07.wav,4,sad,1,0,0,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-04-01-02-01-07.wav,4,sad,1,0,0,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-04-01-02-02-07.wav,4,sad,1,0,0,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-04-02-01-01-07.wav,4,sad,2,0,0,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-04-02-01-02-07.wav,4,sad,2,0,0,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-04-02-02-01-07.wav,4,sad,2,0,0,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-04-02-02-02-07.wav,4,sad,2,0,0,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-05-01-01-01-07.wav,5,angry,1,0,1,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-05-01-01-02-07.wav,5,angry,1,0,1,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-05-01-02-01-07.wav,5,angry,1,0,1,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-05-01-02-02-07.wav,5,angry,1,0,1,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-05-02-01-01-07.wav,5,angry,2,0,1,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-05-02-01-02-07.wav,5,angry,2,0,1,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-05-02-02-01-07.wav,5,angry,2,0,1,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-05-02-02-02-07.wav,5,angry,2,0,1,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-06-01-01-01-07.wav,6,fearful,1,0,1,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-06-01-01-02-07.wav,6,fearful,1,0,1,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-06-01-02-01-07.wav,6,fearful,1,0,1,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-06-01-02-02-07.wav,6,fearful,1,0,1,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-06-02-01-01-07.wav,6,fearful,2,0,1,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-06-02-01-02-07.wav,6,fearful,2,0,1,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-06-02-02-01-07.wav,6,fearful,2,0,1,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-06-02-02-02-07.wav,6,fearful,2,0,1,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-07-01-01-01-07.wav,7,disgust,1,0,1,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-07-01-01-02-07.wav,7,disgust,1,0,1,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-07-01-02-01-07.wav,7,disgust,1,0,1,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-07-01-02-02-07.wav,7,disgust,1,0,1,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-07-02-01-01-07.wav,7,disgust,2,0,1,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-07-02-01-02-07.wav,7,disgust,2,0,1,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-07-02-02-01-07.wav,7,disgust,2,0,1,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-07-02-02-02-07.wav,7,disgust,2,0,1,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-08-01-01-01-07.wav,8,surprised,1,1,1,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-08-01-01-02-07.wav,8,surprised,1,1,1,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-08-01-02-01-07.wav,8,surprised,1,1,1,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-08-01-02-02-07.wav,8,surprised,1,1,1,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-08-02-01-01-07.wav,8,surprised,2,1,1,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-08-02-01-02-07.wav,8,surprised,2,1,1,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-08-02-02-01-07.wav,8,surprised,2,1,1,7
../data/ravdess/audio_speech_actors_01-24\Actor_07\03-01-08-02-02-02-07.wav,8,surprised,2,1,1,7
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-01-01-01-01-08.wav,1,neutral,1,1,0,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-01-01-01-02-08.wav,1,neutral,1,1,0,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-01-01-02-01-08.wav,1,neutral,1,1,0,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-01-01-02-02-08.wav,1,neutral,1,1,0,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-02-01-01-01-08.wav,2,calm,1,1,0,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-02-01-01-02-08.wav,2,calm,1,1,0,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-02-01-02-01-08.wav,2,calm,1,1,0,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-02-01-02-02-08.wav,2,calm,1,1,0,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-02-02-01-01-08.wav,2,calm,2,1,0,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-02-02-01-02-08.wav,2,calm,2,1,0,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-02-02-02-01-08.wav,2,calm,2,1,0,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-02-02-02-02-08.wav,2,calm,2,1,0,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-03-01-01-01-08.wav,3,happy,1,1,1,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-03-01-01-02-08.wav,3,happy,1,1,1,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-03-01-02-01-08.wav,3,happy,1,1,1,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-03-01-02-02-08.wav,3,happy,1,1,1,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-03-02-01-01-08.wav,3,happy,2,1,1,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-03-02-01-02-08.wav,3,happy,2,1,1,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-03-02-02-01-08.wav,3,happy,2,1,1,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-03-02-02-02-08.wav,3,happy,2,1,1,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-04-01-01-01-08.wav,4,sad,1,0,0,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-04-01-01-02-08.wav,4,sad,1,0,0,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-04-01-02-01-08.wav,4,sad,1,0,0,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-04-01-02-02-08.wav,4,sad,1,0,0,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-04-02-01-01-08.wav,4,sad,2,0,0,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-04-02-01-02-08.wav,4,sad,2,0,0,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-04-02-02-01-08.wav,4,sad,2,0,0,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-04-02-02-02-08.wav,4,sad,2,0,0,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-05-01-01-01-08.wav,5,angry,1,0,1,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-05-01-01-02-08.wav,5,angry,1,0,1,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-05-01-02-01-08.wav,5,angry,1,0,1,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-05-01-02-02-08.wav,5,angry,1,0,1,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-05-02-01-01-08.wav,5,angry,2,0,1,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-05-02-01-02-08.wav,5,angry,2,0,1,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-05-02-02-01-08.wav,5,angry,2,0,1,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-05-02-02-02-08.wav,5,angry,2,0,1,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-06-01-01-01-08.wav,6,fearful,1,0,1,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-06-01-01-02-08.wav,6,fearful,1,0,1,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-06-01-02-01-08.wav,6,fearful,1,0,1,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-06-01-02-02-08.wav,6,fearful,1,0,1,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-06-02-01-01-08.wav,6,fearful,2,0,1,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-06-02-01-02-08.wav,6,fearful,2,0,1,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-06-02-02-01-08.wav,6,fearful,2,0,1,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-06-02-02-02-08.wav,6,fearful,2,0,1,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-07-01-01-01-08.wav,7,disgust,1,0,1,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-07-01-01-02-08.wav,7,disgust,1,0,1,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-07-01-02-01-08.wav,7,disgust,1,0,1,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-07-01-02-02-08.wav,7,disgust,1,0,1,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-07-02-01-01-08.wav,7,disgust,2,0,1,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-07-02-01-02-08.wav,7,disgust,2,0,1,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-07-02-02-01-08.wav,7,disgust,2,0,1,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-07-02-02-02-08.wav,7,disgust,2,0,1,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-08-01-01-01-08.wav,8,surprised,1,1,1,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-08-01-01-02-08.wav,8,surprised,1,1,1,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-08-01-02-01-08.wav,8,surprised,1,1,1,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-08-01-02-02-08.wav,8,surprised,1,1,1,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-08-02-01-01-08.wav,8,surprised,2,1,1,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-08-02-01-02-08.wav,8,surprised,2,1,1,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-08-02-02-01-08.wav,8,surprised,2,1,1,8
../data/ravdess/audio_speech_actors_01-24\Actor_08\03-01-08-02-02-02-08.wav,8,surprised,2,1,1,8
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-01-01-01-01-09.wav,1,neutral,1,1,0,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-01-01-01-02-09.wav,1,neutral,1,1,0,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-01-01-02-01-09.wav,1,neutral,1,1,0,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-01-01-02-02-09.wav,1,neutral,1,1,0,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-02-01-01-01-09.wav,2,calm,1,1,0,9
